state_index,state,ntrap_cm3,nsheet_cm2,trap_charge_density_C_cm3,VGS_V,VDS_V,ID_A,abs_ID_A,converged,error_message
3,State_3,1e+18,500000000000.0,-0.1602176634,0.0,0.0,5.645175239094871e-22,5.645175239094871e-22,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,0.0,0.01,1.4460110324791209e-21,1.4460110324791209e-21,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,0.0,0.02,1.910021349433658e-21,1.910021349433658e-21,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,0.0,0.03,3.413791062039312e-21,3.413791062039312e-21,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,0.0,0.04,3.082890314171008e-21,3.082890314171008e-21,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,0.0,0.05,4.0420835082838535e-21,4.0420835082838535e-21,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,0.0,0.06,4.05707427912708e-21,4.05707427912708e-21,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,0.0,0.07,4.293915822945816e-21,4.293915822945816e-21,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,0.0,0.08,4.832452163196745e-21,4.832452163196745e-21,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,0.0,0.09,3.878841906155926e-21,3.878841906155926e-21,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,0.0,0.1,3.934007964075892e-21,3.934007964075892e-21,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,0.5,0.0,4.963990257677589e-22,4.963990257677589e-22,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,0.5,0.01,2.1131000533974717e-13,2.1131000533974717e-13,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,0.5,0.02,3.576039785637159e-13,3.576039785637159e-13,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,0.5,0.03,4.592558942471396e-13,4.592558942471396e-13,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,0.5,0.04,5.30261865531858e-13,5.30261865531858e-13,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,0.5,0.05,5.802304580246882e-13,5.802304580246882e-13,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,0.5,0.06,6.157546315212937e-13,6.157546315212937e-13,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,0.5,0.07,6.413562716189831e-13,6.413562716189831e-13,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,0.5,0.08,6.601357997973365e-13,6.601357997973365e-13,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,0.5,0.09,6.742185580913412e-13,6.742185580913412e-13,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,0.5,0.1,6.850613221865949e-13,6.850613221865949e-13,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,1.0,0.0,-4.446214020163387e-22,4.446214020163387e-22,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,1.0,0.01,1.528219348123686e-09,1.528219348123686e-09,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,1.0,0.02,2.9735494786145483e-09,2.9735494786145483e-09,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,1.0,0.03,4.286562023146936e-09,4.286562023146936e-09,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,1.0,0.04,5.43778994838383e-09,5.43778994838383e-09,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,1.0,0.05,6.4183059897187595e-09,6.4183059897187595e-09,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,1.0,0.06,7.2356237281268865e-09,7.2356237281268865e-09,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,1.0,0.07,7.907574651977507e-09,7.907574651977507e-09,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,1.0,0.08,8.456504041615432e-09,8.456504041615432e-09,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,1.0,0.09,8.905022970739778e-09,8.905022970739778e-09,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,1.0,0.1,9.273528040564627e-09,9.273528040564627e-09,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,1.5,0.0,8.607838136518253e-22,8.607838136518253e-22,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,1.5,0.01,2.049271792059364e-09,2.049271792059364e-09,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,1.5,0.02,4.005007350378828e-09,4.005007350378828e-09,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,1.5,0.03,5.796421964457737e-09,5.796421964457737e-09,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,1.5,0.04,7.3811517435165985e-09,7.3811517435165985e-09,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,1.5,0.05,8.74631819806882e-09,8.74631819806882e-09,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,1.5,0.06,9.902334385203311e-09,9.902334385203311e-09,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,1.5,0.07,1.0873808138545e-08,1.0873808138545e-08,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,1.5,0.08,1.169118839257698e-08,1.169118839257698e-08,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,1.5,0.09,1.238488755129013e-08,1.238488755129013e-08,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,1.5,0.1,1.2982016286161795e-08,1.2982016286161795e-08,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,2.0,0.0,5.349969041947291e-21,5.349969041947291e-21,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,2.0,0.01,2.2016076354797347e-09,2.2016076354797347e-09,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,2.0,0.02,4.304849319792264e-09,4.304849319792264e-09,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,2.0,0.03,6.232832076422966e-09,6.232832076422966e-09,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,2.0,0.04,7.939921289690426e-09,7.939921289690426e-09,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,2.0,0.05,9.4127679429237e-09,9.4127679429237e-09,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,2.0,0.06,1.0663302096354477e-08,1.0663302096354477e-08,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,2.0,0.07,1.1718646975578173e-08,1.1718646975578173e-08,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,2.0,0.08,1.2611993836449052e-08,1.2611993836449052e-08,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,2.0,0.09,1.3376276996344557e-08,1.3376276996344557e-08,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,2.0,0.1,1.4040722929600922e-08,1.4040722929600922e-08,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,2.5,0.0,-1.675223044281127e-20,1.675223044281127e-20,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,2.5,0.01,2.2694236761216885e-09,2.2694236761216885e-09,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,2.5,0.02,4.437473217257886e-09,4.437473217257886e-09,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,2.5,0.03,6.424273123693171e-09,6.424273123693171e-09,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,2.5,0.04,8.182652936111142e-09,8.182652936111142e-09,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,2.5,0.05,9.69912135755089e-09,9.69912135755089e-09,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,2.5,0.06,1.0986425745337486e-08,1.0986425745337486e-08,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,2.5,0.07,1.2072962082249274e-08,1.2072962082249274e-08,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,2.5,0.08,1.2993270133072153e-08,1.2993270133072153e-08,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,2.5,0.09,1.378149805391612e-08,1.378149805391612e-08,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,2.5,0.1,1.446787234214043e-08,1.446787234214043e-08,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,3.0,0.0,-5.557482982068892e-21,5.557482982068892e-21,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,3.0,0.01,2.3084615073391333e-09,2.3084615073391333e-09,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,3.0,0.02,4.513549020725882e-09,4.513549020725882e-09,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,3.0,0.03,6.533591688828132e-09,6.533591688828132e-09,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,3.0,0.04,8.320513540184124e-09,8.320513540184124e-09,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,3.0,0.05,9.860764450693836e-09,9.860764450693836e-09,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,3.0,0.06,1.1167606740794744e-08,1.1167606740794744e-08,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,3.0,0.07,1.2270214998146904e-08,1.2270214998146904e-08,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,3.0,0.08,1.3203941388825906e-08,1.3203941388825906e-08,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,3.0,0.09,1.400365553921275e-08,1.400365553921275e-08,True,
3,State_3,1e+18,500000000000.0,-0.1602176634,3.0,0.1,1.4700169760515894e-08,1.4700169760515894e-08,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,0.0,0.0,-2.7643021708606297e-22,2.7643021708606297e-22,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,0.0,0.01,4.800202367018683e-22,4.800202367018683e-22,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,0.0,0.02,8.070784065757955e-22,8.070784065757955e-22,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,0.0,0.03,6.926883819149748e-22,6.926883819149748e-22,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,0.0,0.04,-3.7317331619561593e-22,3.7317331619561593e-22,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,0.0,0.05,6.774137306718378e-23,6.774137306718378e-23,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,0.0,0.06,9.390417145635431e-22,9.390417145635431e-22,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,0.0,0.07,-3.2582671283727975e-22,3.2582671283727975e-22,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,0.0,0.08,-2.2373880633766523e-22,2.2373880633766523e-22,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,0.0,0.09,9.744149163264812e-23,9.744149163264812e-23,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,0.0,0.1,-3.795630219733516e-22,3.795630219733516e-22,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,0.5,0.0,2.87709768808522e-22,2.87709768808522e-22,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,0.5,0.01,1.5199667306660262e-14,1.5199667306660262e-14,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,0.5,0.02,2.5685149586899966e-14,2.5685149586899966e-14,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,0.5,0.03,3.294282792512315e-14,3.294282792512315e-14,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,0.5,0.04,3.799052809768099e-14,3.799052809768099e-14,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,0.5,0.05,4.152502178240059e-14,4.152502178240059e-14,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,0.5,0.06,4.402318229993549e-14,4.402318229993549e-14,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,0.5,0.07,4.581132067347108e-14,4.581132067347108e-14,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,0.5,0.08,4.711268231832664e-14,4.711268231832664e-14,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,0.5,0.09,4.807998905312681e-14,4.807998905312681e-14,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,0.5,0.1,4.8817708138563036e-14,4.8817708138563036e-14,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,1.0,0.0,-4.635406002843991e-22,4.635406002843991e-22,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,1.0,0.01,1.3616719837349976e-09,1.3616719837349976e-09,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,1.0,0.02,2.642925896026772e-09,2.642925896026772e-09,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,1.0,0.03,3.801971710288359e-09,3.801971710288359e-09,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,1.0,0.04,4.814196468638783e-09,4.814196468638783e-09,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,1.0,0.05,5.672413896923807e-09,5.672413896923807e-09,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,1.0,0.06,6.383363070488282e-09,6.383363070488282e-09,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,1.0,0.07,6.9625834353185785e-09,6.9625834353185785e-09,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,1.0,0.08,7.429542910544994e-09,7.429542910544994e-09,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,1.0,0.09,7.804033434957596e-09,7.804033434957596e-09,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,1.0,0.1,8.104031790308919e-09,8.104031790308919e-09,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,1.5,0.0,2.5343044289455345e-21,2.5343044289455345e-21,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,1.5,0.01,2.011417988433458e-09,2.011417988433458e-09,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,1.5,0.02,3.9302083420465316e-09,3.9302083420465316e-09,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,1.5,0.03,5.687030125550649e-09,5.687030125550649e-09,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,1.5,0.04,7.2403250438424585e-09,7.2403250438424585e-09,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,1.5,0.05,8.577378094504266e-09,8.577378094504266e-09,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,1.5,0.06,9.708300436803748e-09,9.708300436803748e-09,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,1.5,0.07,1.0657156742201426e-08,1.0657156742201426e-08,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,1.5,0.08,1.1453791509377291e-08,1.1453791509377291e-08,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,1.5,0.09,1.2128059568757696e-08,1.2128059568757696e-08,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,1.5,0.1,1.2706608804602923e-08,1.2706608804602923e-08,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,2.0,0.0,-4.16412032061571e-21,4.16412032061571e-21,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,2.0,0.01,2.187588016726204e-09,2.187588016726204e-09,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,2.0,0.02,4.2773583735920035e-09,4.2773583735920035e-09,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,2.0,0.03,6.193011862166148e-09,6.193011862166148e-09,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,2.0,0.04,7.889224186192035e-09,7.889224186192035e-09,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,2.0,0.05,9.352680936842663e-09,9.352680936842663e-09,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,2.0,0.06,1.0595154512308389e-08,1.0595154512308389e-08,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,2.0,0.07,1.1643516892640193e-08,1.1643516892640193e-08,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,2.0,0.08,1.2530689829963807e-08,1.2530689829963807e-08,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,2.0,0.09,1.3289362336798273e-08,1.3289362336798273e-08,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,2.0,0.1,1.394855635128837e-08,1.394855635128837e-08,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,2.5,0.0,-1.1518050081386927e-20,1.1518050081386927e-20,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,2.5,0.01,2.262177130193658e-09,2.262177130193658e-09,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,2.5,0.02,4.423330125630172e-09,4.423330125630172e-09,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,2.5,0.03,6.403910779717269e-09,6.403910779717269e-09,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,2.5,0.04,8.1569152527377e-09,8.1569152527377e-09,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,2.5,0.05,9.668865179880435e-09,9.668865179880435e-09,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,2.5,0.06,1.0952415996183706e-08,1.0952415996183706e-08,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,2.5,0.07,1.2035822918242854e-08,1.2035822918242854e-08,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,2.5,0.08,1.2953477893015387e-08,1.2953477893015387e-08,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,2.5,0.09,1.373939708601608e-08,1.373939708601608e-08,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,2.5,0.1,1.4423699203525317e-08,1.4423699203525317e-08,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,3.0,0.0,4.9319028618517815e-20,4.9319028618517815e-20,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,3.0,0.01,2.303941745661836e-09,2.303941745661836e-09,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,3.0,0.02,4.504750628760318e-09,4.504750628760318e-09,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,3.0,0.03,6.520966268976252e-09,6.520966268976252e-09,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,3.0,0.04,8.30461812404545e-09,8.30461812404545e-09,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,3.0,0.05,9.842161920893883e-09,9.842161920893883e-09,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,3.0,0.06,1.1146798665100086e-08,1.1146798665100086e-08,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,3.0,0.07,1.2247611063775417e-08,1.2247611063775417e-08,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,3.0,0.08,1.3179855836653612e-08,1.3179855836653612e-08,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,3.0,0.09,1.397831815711117e-08,1.397831815711117e-08,True,
4,State_4_Programmed,2e+18,1000000000000.0,-0.3204353268,3.0,0.1,1.4673742024668275e-08,1.4673742024668275e-08,True,
