state_index,state,ntrap_cm3,nsheet_cm2,trap_charge_density_C_cm3,VGS_V,VDS_V,ID_A,abs_ID_A,converged,error_message
1,State_1,2e+17,100000000000.0,-0.03204353268,-0.9,0.01,3.3715226354676664e-22,3.3715226354676664e-22,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,-0.8,0.01,-5.248391851322873e-22,5.248391851322873e-22,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,-0.7,0.01,-2.3386531146150103e-22,2.3386531146150103e-22,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,-0.6,0.01,-3.9999682847455894e-22,3.9999682847455894e-22,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,-0.5,0.01,-6.210099600477549e-22,6.210099600477549e-22,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,-0.4,0.01,2.2368006845818084e-22,2.2368006845818084e-22,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,-0.3,0.01,-2.1849252156623e-22,2.1849252156623e-22,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,-0.2,0.01,2.588195603086843e-22,2.588195603086843e-22,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,-0.1,0.01,1.0686998166548426e-22,1.0686998166548426e-22,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,0.0,0.01,1.1739616976386672e-20,1.1739616976386672e-20,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,0.1,0.01,4.886073311639574e-19,4.886073311639574e-19,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,0.2,0.01,2.0324489931144675e-17,2.0324489931144675e-17,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,0.3,0.01,8.320951427511948e-16,8.320951427511948e-16,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,0.4,0.01,3.326637926621429e-14,3.326637926621429e-14,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,0.5,0.01,1.2693349565127327e-12,1.2693349565127327e-12,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,0.6,0.01,4.078008089424128e-11,4.078008089424128e-11,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,0.7,0.01,4.740794220903926e-10,4.740794220903926e-10,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,0.8,0.01,1.0276004229564203e-09,1.0276004229564203e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,0.9,0.01,1.3307019056473458e-09,1.3307019056473458e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,1.0,0.01,1.5275950692632035e-09,1.5275950692632035e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,1.1,0.01,1.6708760465752805e-09,1.6708760465752805e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,1.2,0.01,1.7805535989389702e-09,1.7805535989389702e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,1.3,0.01,1.8666179960421075e-09,1.8666179960421075e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,1.4,0.01,1.9351717382437723e-09,1.9351717382437723e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,1.5,0.01,1.9904484201145586e-09,1.9904484201145586e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,1.6,0.01,2.035559610090711e-09,2.035559610090711e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,1.7,0.01,2.0728316594229143e-09,2.0728316594229143e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,1.8,0.01,2.10400876771549e-09,2.10400876771549e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,1.9,0.01,2.1304005543706463e-09,2.1304005543706463e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,2.0,0.01,2.152994308245255e-09,2.152994308245255e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,2.1,0.01,2.1725394432816703e-09,2.1725394432816703e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,2.2,0.01,2.189609884301741e-09,2.189609884301741e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,2.3,0.01,2.2046495895898345e-09,2.2046495895898345e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,2.4,0.01,2.2180056083620765e-09,2.2180056083620765e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,2.5,0.01,2.2299521066755353e-09,2.2299521066755353e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,2.6,0.01,2.2407079118213903e-09,2.2407079118213903e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,2.7,0.01,2.2504494147147515e-09,2.2504494147147515e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,2.8,0.01,2.2593201390031798e-09,2.2593201390031798e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,2.9,0.01,2.2674379039070974e-09,2.2674379039070974e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,3.0,0.01,2.2749002358852656e-09,2.2749002358852656e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,-1.0,0.05,-5.612955501500791e-22,5.612955501500791e-22,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,-0.9,0.05,-5.354560239172836e-22,5.354560239172836e-22,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,-0.8,0.05,5.014133304941681e-22,5.014133304941681e-22,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,-0.7,0.05,2.834257633970945e-22,2.834257633970945e-22,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,-0.6,0.05,1.7661492119703427e-22,1.7661492119703427e-22,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,-0.5,0.05,1.8429028834943242e-22,1.8429028834943242e-22,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,-0.4,0.05,3.3491096489352477e-22,3.3491096489352477e-22,True,
